total_qty,uom,guid,createdAt,startdatetime
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,174123a0-4a93-267c-f247-628af4feb4d4,2023-06-21 13:03:08+00,2023-06-21 11:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,17ac887e-4833-e540-1ab4-c16da3dc9aba,2023-06-18 00:02:53+00,2023-06-17 22:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,17f112a5-c637-3105-c6a4-f819e878d0d3,2023-06-13 16:03:30+00,2023-06-13 14:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,18bee5a9-face-912f-718d-ddc258138309,2023-06-15 17:03:25+00,2023-06-15 15:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1aefc361-9ef3-f8b6-9927-2cdf0f8b11d1,2023-06-13 03:02:54+00,2023-06-13 01:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1b5a1aa7-9589-b607-d17c-d3729cee86af,2023-06-17 20:03:41+00,2023-06-17 18:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1c5cd28a-c864-3014-6f7d-41ebbce6adfc,2023-06-18 21:03:22+00,2023-06-18 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1e1c8a57-9c45-e130-26c5-18262035d025,2023-06-15 04:02:47+00,2023-06-15 02:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1e765e3e-b2a0-a1f4-1fdc-3ce7e697dfb2,2023-06-14 11:03:06+00,2023-06-14 09:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,1ea576b1-710b-d965-6a2f-25266d35f00e,2023-06-16 05:02:43+00,2023-06-16 03:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2039b057-8584-fb24-22f7-e1e5c9cc403e,2023-06-17 10:03:20+00,2023-06-17 08:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2045e99f-d966-a46a-ad7a-664017657dfd,2023-06-19 18:02:54+00,2023-06-19 16:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,20fb1621-c1a9-e0be-08e7-905ffb170a44,2023-06-17 23:02:48+00,2023-06-17 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2302aea1-b4de-5371-176d-71943fbe7762,2023-06-21 23:02:48+00,2023-06-21 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,232c8b4a-d62f-eb45-01f1-4d6190f47c86,2023-06-17 21:02:40+00,2023-06-17 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,25221435-fea7-c884-2008-9be2ad18e942,2023-06-15 22:03:13+00,2023-06-15 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,262c4a26-78f7-856e-9d17-5ed9426ccff8,2023-06-15 19:03:19+00,2023-06-15 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,269e5a0b-b3c5-59ee-056d-e63b3cdaf8fc,2023-06-16 07:03:05+00,2023-06-16 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,27666d34-31d6-40fd-874e-a84881d344c4,2023-06-16 23:03:36+00,2023-06-16 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,280efc11-76e0-f7a3-9f35-226bcf8b6133,2023-06-20 00:03:01+00,2023-06-19 22:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,281e6284-2dea-a007-a1df-063d3f670d30,2023-06-20 10:03:09+00,2023-06-20 08:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,28af6886-2b14-57d2-8747-027e4d4e394a,2023-06-16 17:03:00+00,2023-06-16 15:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2bca4c8c-af0b-4357-7612-d0af1f733181,2023-06-21 02:03:30+00,2023-06-21 00:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2cd34c80-f87c-40d1-499b-eb4f44ec4236,2023-06-17 02:03:15+00,2023-06-17 00:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2d26b3ed-557c-13b7-b98a-e79efe9ddf1e,2023-06-20 01:03:04+00,2023-06-19 23:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2d88e3f7-c715-28f0-f93e-81547f8b0379,2023-06-17 15:03:21+00,2023-06-17 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2dd197d0-0283-175c-8662-cc98f077016c,2023-06-16 14:03:22+00,2023-06-16 12:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,2eea1441-d78c-68e6-c957-ee4bd5563597,2023-06-21 06:02:41+00,2023-06-21 04:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,30bb21cb-7fa7-9da9-3c52-32e12378b915,2023-06-15 07:03:07+00,2023-06-15 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,33b62dce-3930-028d-cae6-fa749d75fa70,2023-06-18 12:03:33+00,2023-06-18 10:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,3445060e-8ab9-39d2-c343-5c09f58764e3,2023-06-14 14:02:54+00,2023-06-14 12:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,3552d4fe-7869-a3a7-3d0d-f10ac7571299,2023-06-18 11:02:56+00,2023-06-18 09:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,35808415-cbef-6f02-c0c4-8d17f406f15c,2023-06-21 03:03:18+00,2023-06-21 01:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,37051971-93b8-15ba-135c-dde0653433b2,2023-06-20 07:03:03+00,2023-06-20 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,38b59990-d12d-3fb7-489b-52daeea1f600,2023-06-21 09:02:49+00,2023-06-21 07:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,38dcf0c9-e4b1-c9b6-a33c-9849cbad6ad8,2023-06-19 16:03:10+00,2023-06-19 14:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,390fba2a-2633-c83a-d033-9c323e25e99b,2023-06-20 19:02:54+00,2023-06-20 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,393e58b8-a03d-abd9-6ff1-7efdcd18eae6,2023-06-17 12:03:22+00,2023-06-17 10:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,3cb9b0a8-6d13-c637-68aa-49bbdd035ea9,2023-06-15 16:03:01+00,2023-06-15 14:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,3f7cb203-ac63-59c8-9227-99b30f8dc4eb,2023-06-20 06:03:27+00,2023-06-20 04:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,3ffed9fc-e2ce-e129-0911-16e859108b2e,2023-06-15 13:03:24+00,2023-06-15 11:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4417ae6a-7d43-0641-4c7b-381b1a81c904,2023-06-18 23:03:04+00,2023-06-18 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4438f566-a762-5789-2d7f-47704ee6cca7,2023-06-16 16:02:41+00,2023-06-16 14:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4a3188a3-7c16-6b06-0865-0c7733ff770f,2023-06-16 09:02:56+00,2023-06-16 07:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4a834eff-c24f-955d-5422-6fe699206ee9,2023-06-16 21:02:59+00,2023-06-16 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4ac70c7a-09c5-ecc3-4d4c-7905042c9be2,2023-06-15 12:03:31+00,2023-06-15 10:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4b3d1684-455d-7220-0428-2a1bec63747c,2023-06-14 09:03:08+00,2023-06-14 07:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4dacb00d-95cb-3b43-380a-43f7b03f40cc,2023-06-21 00:03:16+00,2023-06-20 22:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4df33751-e6a5-2bfd-9689-f6fb3fd96505,2023-06-14 17:03:30+00,2023-06-14 15:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4e7cd2cd-6178-7b80-3c1e-b1f7c4f4ba84,2023-06-17 11:02:52+00,2023-06-17 09:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,4fc3c56b-1a40-255e-93aa-67fdcebe9402,2023-06-16 02:02:37+00,2023-06-16 00:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,506b2de3-2725-99b2-dea7-3a3c72bb6595,2023-06-16 04:03:18+00,2023-06-16 02:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,528a6496-049b-5827-c363-ed5daa978dfd,2023-06-14 19:02:30+00,2023-06-14 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5312e846-d09c-43c3-e56f-eaec68e9b66e,2023-06-18 07:03:24+00,2023-06-18 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,53fff6ca-00c2-d323-382a-b3e72e1e087a,2023-06-18 17:03:15+00,2023-06-18 15:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,54994017-d2b3-4b45-8578-6f64b2acf17e,2023-06-19 01:03:22+00,2023-06-18 23:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,552c69e5-276d-68d7-4bb5-7a571fffd6a4,2023-06-13 09:03:01+00,2023-06-13 07:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5531e195-9c37-1a8e-e20a-4f1a238ef0a2,2023-06-15 20:03:22+00,2023-06-15 18:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,57c5933b-ee59-ffc1-71e9-9c9a304dc828,2023-06-17 08:03:19+00,2023-06-17 06:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,588d8fa2-ae47-b840-1548-faead0162b77,2023-06-14 04:03:11+00,2023-06-14 02:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,58f18592-6abb-92a6-7b62-9ece0217a584,2023-06-15 18:03:16+00,2023-06-15 16:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,59502170-300e-4593-e0fc-3ea52e7d4c04,2023-06-20 04:03:30+00,2023-06-20 02:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5a014754-5d37-bd06-77c7-2640c4b07f12,2023-06-18 19:03:20+00,2023-06-18 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5a3f9947-cacf-bb27-4119-bac6bad652e2,2023-06-21 15:03:21+00,2023-06-21 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5a559d74-56ba-79cd-13e6-e7475757da47,2023-06-16 10:03:13+00,2023-06-16 08:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5bbc2948-9f1d-2b21-1b36-09954c43a5e8,2023-06-14 22:03:07+00,2023-06-14 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5bec3dbc-b5de-49fd-468c-6bced1d4b70a,2023-06-17 09:03:14+00,2023-06-17 07:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,5ee1e8dd-75f4-a1c8-ad96-24b77e75a568,2023-06-13 06:03:36+00,2023-06-13 04:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,60a9ef74-793f-ae85-937e-5b0fe1398c6c,2023-06-21 12:03:15+00,2023-06-21 10:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,61165709-7c3f-da4c-66ac-c3d2387d1a21,2023-06-20 11:03:08+00,2023-06-20 09:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,64228194-3e56-00e0-3263-d7a1256aca2b,2023-06-13 22:03:16+00,2023-06-13 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,657c248c-5c95-e444-000b-de05378af509,2023-06-18 06:03:14+00,2023-06-18 04:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,68015f6c-eaf5-d304-c3b0-2ffcb745e3a2,2023-06-13 19:03:41+00,2023-06-13 17:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,6848889d-bc9e-25e2-2de3-d1c5abe8e390,2023-06-12 15:03:02+00,2023-06-12 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,69214636-e68f-11cb-8b77-eac11e48f4c5,2023-06-20 05:02:48+00,2023-06-20 03:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,6aa56bf8-65c6-17fb-ee47-4f68736ebe64,2023-06-13 04:03:16+00,2023-06-13 02:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,6dbfabac-76ff-22ba-111f-01278c55e78c,2023-06-16 19:03:18+00,2023-06-16 17:00:00+00
12,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,6e472bbf-d2fb-2238-130e-7d99d9c14ac1,2023-06-15 01:02:49+00,2023-06-14 23:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,6fbdabde-c85e-8a62-f520-3c5c579b6f73,2023-06-21 22:03:26+00,2023-06-21 20:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7215d612-4ec9-7001-34c1-f8e116128b78,2023-06-14 10:02:55+00,2023-06-14 08:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7349c34e-1b5b-90f5-e5d8-f5950aeb23d8,2023-06-18 05:03:14+00,2023-06-18 03:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,767cc5e7-122c-b81f-e07e-cb0486ccd914,2023-06-13 02:03:22+00,2023-06-13 00:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,77202cd1-afbb-9735-4306-bdf8880db6ef,2023-06-18 15:03:25+00,2023-06-18 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,791f6b20-f360-7720-43b9-b1e908073ada,2023-06-16 11:03:33+00,2023-06-16 09:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7a21eaf6-5789-c494-a245-233d338c844f,2023-06-16 13:03:27+00,2023-06-16 11:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7b4646ee-cbd3-2032-59b1-d44b1ce0d5e6,2023-06-18 02:03:15+00,2023-06-18 00:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7b76ecae-ec41-be70-b2e0-2b010f24ed39,2023-06-12 19:03:21+00,2023-06-12 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7e3a1983-d0ff-9545-bfa7-f62d3e440d6d,2023-06-21 07:03:39+00,2023-06-21 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,7f712463-97c5-8d49-147a-6ab38efd446b,2023-06-15 09:03:22+00,2023-06-15 07:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8197f2c8-a735-b4bf-31cc-b3ce8d56e2e1,2023-06-16 15:03:25+00,2023-06-16 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,81b7a453-2af4-e0a2-9499-7009ffea1159,2023-06-21 17:03:18+00,2023-06-21 15:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,81e5f40a-4f08-669b-2ad9-f73b90d0ad42,2023-06-13 01:03:06+00,2023-06-12 23:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,82ccc351-0bf1-fddc-ab3f-cc840d39334e,2023-06-17 22:03:35+00,2023-06-17 20:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,83aee951-2f19-9c57-2805-3eed3fa6c412,2023-06-13 07:03:03+00,2023-06-13 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,85b2a661-c345-053a-05f7-df71525265b1,2023-06-19 10:02:56+00,2023-06-19 08:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,860ea5ea-dd34-c68d-3050-ce7a80a292a8,2023-06-14 12:02:40+00,2023-06-14 10:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,878aaeaa-da78-cafa-186c-fd48114c6193,2023-06-20 17:03:05+00,2023-06-20 15:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,879b6abe-73fa-a09a-a145-7b758bcf0d0e,2023-06-21 04:02:53+00,2023-06-21 02:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,87a1b285-d411-5652-1644-41720f2fb2ad,2023-06-17 16:03:32+00,2023-06-17 14:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,896fb8d4-22c8-80af-7106-e202d95d8781,2023-06-17 00:03:24+00,2023-06-16 22:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,89900864-e70f-70d7-0bbf-ab899977e2eb,2023-06-14 08:02:53+00,2023-06-14 06:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8a24d330-e3f6-78a8-b52a-cef639de4227,2023-06-18 22:03:01+00,2023-06-18 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8a7cba7f-b72f-484b-c00e-6caa0195b4d6,2023-06-15 14:02:59+00,2023-06-15 12:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8ae5deeb-42e7-d6a6-aaab-b192012121e0,2023-06-15 23:03:07+00,2023-06-15 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8afad070-05be-5258-5bac-c68347e44583,2023-06-17 13:02:57+00,2023-06-17 11:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8cd26f21-ba60-e256-f94b-8a091801bc2a,2023-06-14 21:03:23+00,2023-06-14 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,8d2c3094-ad69-695f-9fcc-79c31bb37c12,2023-06-18 10:03:25+00,2023-06-18 08:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9151754e-9cae-d083-307e-96dbdd2fb680,2023-06-16 12:02:46+00,2023-06-16 10:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9217a6fd-5222-d2b5-8ed1-b93e3663a624,2023-06-14 01:03:14+00,2023-06-13 23:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,92bd7952-2ac6-5741-59c4-febb8d0c9180,2023-06-21 19:03:31+00,2023-06-21 17:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9469c5ab-a220-64c9-3138-169ba95f556a,2023-06-16 22:02:55+00,2023-06-16 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,95cb32f3-9564-5777-95e7-97935a5ba47c,2023-06-20 08:03:12+00,2023-06-20 06:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9825e27e-fecd-1d52-4923-ab4bfaf3c6f3,2023-06-18 08:02:56+00,2023-06-18 06:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9bbb484e-d7d2-4d04-c44f-2ad4be4157fd,2023-06-14 20:02:47+00,2023-06-14 18:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9bc9f921-c01c-d514-111c-5b3b32141d77,2023-06-19 23:03:13+00,2023-06-19 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9bd8332b-c49f-5e4b-1892-5f4b8fee8767,2023-06-15 06:06:40+00,2023-06-15 04:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9e4c5790-2b9b-8ba7-a5a4-35ca68480f25,2023-06-15 21:02:47+00,2023-06-15 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9e834c24-64c5-ced5-9a6d-d8590d1bad50,2023-06-17 01:02:58+00,2023-06-16 23:00:00+00
12,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,9eff1cf3-aa73-0954-0351-a50a18a10898,2023-06-15 03:02:41+00,2023-06-15 01:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a00b02c0-bde5-f3ec-e627-229cc63070bc,2023-06-17 17:03:23+00,2023-06-17 15:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a2d2441e-5fcf-11b4-7620-83814ab67a21,2023-06-20 22:03:38+00,2023-06-20 20:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a300f592-9f04-9271-dcea-8febd91a9dfa,2023-06-19 05:03:35+00,2023-06-19 03:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a320fb14-c097-4f72-61c5-46e5221405ca,2023-06-16 01:02:34+00,2023-06-15 23:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a3371f48-d90a-f35d-e3b3-e782cb12dae4,2023-06-18 18:03:05+00,2023-06-18 16:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a3ba441a-198e-e8d7-37fd-e0b051bc8ed2,2023-06-14 07:03:38+00,2023-06-14 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a5de361c-9930-4b91-0673-4b1a0e67cd7a,2023-06-21 21:02:50+00,2023-06-21 19:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a5e9f129-5190-bf03-4de3-acb7e59109cd,2023-06-18 14:03:05+00,2023-06-18 12:00:00+00
12,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,a97bef07-c2e8-c594-5d12-179c0a3f3f5a,2023-06-14 23:03:25+00,2023-06-14 21:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,ac1176fd-4563-436c-1af3-ab0216171da4,2023-06-20 02:03:33+00,2023-06-20 00:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,acf9f76a-7306-f397-e35e-9a4a6cf05bad,2023-06-20 23:03:02+00,2023-06-20 21:00:00+00
